"","gene_ID","CH_ID","Gene_code_name","pct.1","pct.2","TF","TF_family","Gene_functions","source","rank"
"AT4G36260","AT4G36260","Chir07Ox-b33770.2","STY2",0.545,0.017,"Yes","SRS","anther development, auxin homeostasis, DNA binding, DNA-binding transcription factor activity, negative regulation of gibberellic acid mediated signaling pathway, nucleus, pollen development, positive regulation of DNA-templated transcription, protein binding, stigma development, style development, xylem and phloem pattern formation","GEP_1",15
"AT2G24260","AT2G24260","Chir04Ox-b06770.2","LRL1",0.301,0.02,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, microgametogenesis, nucleus, pollen sperm cell differentiation, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, root hair cell development, root hair cell differentiation, root hair elongation, transcription cis-regulatory region binding","DEGs",16
"AT5G08070","AT5G08070","Chir06Ox-b30930.2","TCP17",0.205,0.021,"Yes","TCP","cell differentiation, DNA-binding transcription factor activity, leaf development, leaf morphogenesis, leaf senescence, nucleus, positive regulation of development, heterochronic, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding","DEGs",17
"AT4G21215","AT4G21215","Chir07Ox-b17790.2","AT4G21215.1",0.3735,0.0275,NA,NA,"nucleus, oxoacid metabolic process, response to light stimulus","DEGs",18
"AT5G03790","AT5G03790","Chir06Ox-b35160.2","ATHB51",0.428,0.028,"Yes","HD-ZIP","bract formation, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, floral meristem determinacy, leaf morphogenesis, nucleus, positive regulation of DNA-templated transcription, regulation of timing of transition from vegetative to reproductive phase, sequence-specific DNA binding","GEP_1",19
"AT5G62680","AT5G62680","Chir08Ox-b25200.2","GTR2",0.2785,0.0315,NA,NA,"glucosinolate transport, glucosinolate:proton symporter activity, phloem glucosinolate loading, plasma membrane, plasmodesma","DEGs",20
"AT2G43590","AT2G43590","Chir04Ox-b26410.2","F18O19.30",0.232,0.0325,NA,NA,"cell wall macromolecule catabolic process, cellular response to hormone stimulus, cellular response to oxygen-containing compound, chitinase activity, defense response to bacterium, defense response to fungus, extracellular region, oxoacid metabolic process, regulation of defense response, response to inorganic substance, root morphogenesis, secondary metabolic process, secretory vesicle","DEGs",21
"AT3G25710","AT3G25710","Chir05Ox-b02980.2","ATAIG1",0.425,0.0335,"Yes","bHLH","anthocyanin-containing compound biosynthetic process, cellular response to phosphate starvation, DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, root development, root hair cell development","DEGs",22
"AT5G62230","AT5G62230","Chir08Ox-b24740.2","ERL1",0.32,0.053,NA,NA,"embryo sac development, kinase activity, membrane, plant ovule development, plasma membrane, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, receptor serine/threonine kinase binding, signaling receptor binding, stomatal complex morphogenesis","GEP_1",23
"AT1G24530","AT1G24530","Chir01Ox-b25810.2","AT1G24530.1",0.296,0.056,NA,NA,"defense response to fungus, defense response to other organism, immune system process, mitochondrion, response to bacterium, response to organic cyclic compound, response to organonitrogen compound, response to wounding","GEP_1",24
"AT3G05730","AT3G05730","Chir03Ox-b05170.2","F18C1.19",0.7125,0.1065,NA,NA,"biological_process, extracellular region, molecular_function, secretory vesicle","DEGs",25
