"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT4G14550","Chir07Ox-b10470.2","SLR",1.03696685238524,0.378,0.054,0.229376601603972,11,0,0,NA,NA,"DNA-binding transcription factor activity, lateral root morphogenesis, negative regulation of DNA-templated transcription, nucleus, protein binding, regulation of DNA-templated transcription, response to auxin, transcription cis-regulatory region binding","GEP_43"
"AT3G08770","Chir03Ox-b07970.2","AtLtpI-6",2.70005204002011,0.581,0.058,0.314627494820139,12,0,0,NA,NA,"extracellular region, lipid transport, response to water deprivation","GEP_24"
"AT5G15310","Chir06Ox-b24060.2","ATMYB16",1.0917769700805,0.556,0.066,0.324562950120662,13,0,0,"Yes","MYB","cell morphogenesis, cuticle pattern formation, DNA-binding transcription factor activity, nucleus, regulation of cutin biosynthetic process","GEP_43"
"AT3G51600","Chir05Ox-b16920.2","AT3G51600.1",2.93452821032215,0.469,0.073,0.22800636476595,14,0,0,NA,NA,"cytosol, extracellular region, lipid transport, lipid transporter activity, plant-type cell wall, plasmodesma","GEP_43"
"AT1G51500","Chir01Ox-b40390.2","CER5",1.06317508824886,0.694,0.083,0.15446789688834,15,0,0,NA,NA,"ABC-type transporter activity, ATPase-coupled transmembrane transporter activity, defense response to virus, efflux transmembrane transporter activity, endoplasmic reticulum, export from cell, plasma membrane, protein binding, response to abscisic acid, response to salt stress, transmembrane transport, wax biosynthetic process","GEP_43"
"AT5G14410","Chir06Ox-b24990.2","F18O22.200",1.04918343270959,0.673,0.083,0.164604148123872,16,0,0,NA,NA,"biological_process, mitochondrion, molecular_function","GEP_43"
"AT1G01610","Chir01Ox-b00640.2","ATGPAT4",0.923356511786361,0.679,0.088,0.143555563714522,17,0,0,NA,NA,"chloroplast, cutin biosynthetic process, glycerol-3-phosphate 2-O-acyltransferase activity, membrane, phosphatase activity, sn-2-glycerol-3-phosphate omega-OH-C22:0-CoA acyl transferase activity","GEP_43"
"AT1G78850","Chir02Ox-b25980.2","GAL1",1.27719157235031,0.314,0.089,0.228164335187519,18,0,0,NA,NA,"apoplast, cellular response to hypoxia, extracellular region, glycosaminoglycan binding, Golgi apparatus, mitochondrion, plant-type cell wall, plant-type vacuole, response to sodium phosphate, secretory vesicle","GEP_24"
"AT5G20270","Chir06Ox-b18750.2","AT5G20270.1",1.22298697509901,0.718,0.089,0.120355185644433,19,0,0,NA,NA,"negative regulation of abscisic acid-activated signaling pathway, nucleus, response to hormone, response to salt stress, response to sucrose, signaling receptor activity","GEP_43"
"AT1G64670","Chir02Ox-b00160.2","CED1",1.12568591777006,0.739,0.093,0.131076475061928,20,0,0,NA,NA,"chloroplast, cuticle development, cutin biosynthetic process, cytoplasm, defense response to fungus, lateral root development, nucleus, plant-type cell wall, positive regulation of cutin biosynthetic process, positive regulation of response to water deprivation, regulation of abscisic acid biosynthetic process, response to abscisic acid, response to osmotic stress, suberin biosynthetic process, transpiration","GEP_43"
